FamilyMembers,HouseType,Occupation,IncomeLevel,WorkFromHome,Season,Temperature,Humidity,ACCount,ACHours,FanCount,LightCount,LEDPercentage,Cooler,Geyser,Refrigerator,WashingMachine,LaptopHours,TVHours,PreviousMonthUnits,MonthlyUnits,ElectricityBill,CarbonEmission,EstimatedBaseLoad
5,3BHK,Student,High,No,Winter,16.2,50.3,2,0.0,6,16,47.8,1,0,1,1,3.6,5.2,177.1,205.8,837.81,168.77,206.92
6,2BHK,Homemaker,Medium,Yes,Spring,24.1,47.2,0,0.0,5,11,30.6,1,0,1,1,2.3,5.6,243.0,235.4,1030.25,193.05,240.84
4,3BHK,Retired,Low,No,Summer,38.9,56.3,1,9.5,8,13,17.0,0,0,1,1,2.5,6.6,364.3,896.0,6515.99,734.72,771.53
2,2BHK,Employed,Low,No,Spring,32.0,52.7,0,0.0,5,9,6.9,0,1,1,1,0.5,1.7,183.4,202.1,813.96,165.76,200.77
3,3BHK,Retired,High,Partial,Winter,13.2,47.6,2,0.0,5,12,58.6,1,1,1,1,1.8,1.0,198.7,143.8,547.24,117.94,156.45
4,1BHK,Homemaker,High,No,Spring,30.3,49.6,1,2.6,4,8,45.2,0,0,1,1,1.8,5.8,350.5,340.2,1792.07,279.0,324.81
3,4BHK,Employed,Very High,No,Summer,36.5,60.7,1,8.7,7,14,57.3,0,1,1,1,4.4,1.9,703.7,725.9,5070.12,595.23,682.52
3,2BHK,Student,Low,Yes,Spring,22.0,59.3,0,0.0,7,9,12.7,0,0,1,1,7.1,4.8,208.3,260.2,1191.62,213.4,256.04
5,3BHK,Self-Employed,Very High,No,Summer,33.6,58.6,2,8.2,7,15,85.0,0,1,1,1,1.3,3.8,1207.3,1011.2,7495.5,829.21,1053.4
3,3BHK,Retired,Medium,Partial,Summer,34.8,62.9,2,8.8,7,14,39.1,1,1,1,1,2.1,3.5,1387.7,1259.2,9603.44,1032.57,1147.67
8,3BHK,Self-Employed,Low,No,Summer,37.0,65.7,2,9.6,8,18,16.7,0,0,1,1,1.0,5.9,1215.1,1082.2,8098.31,887.37,1273.12
3,2BHK,Homemaker,Medium,No,Winter,14.2,43.3,2,0.0,6,13,28.7,0,1,1,1,1.0,3.5,162.6,185.6,735.3,152.21,176.73
7,2BHK,Homemaker,Low,No,Summer,39.4,75.0,1,10.3,5,16,13.3,0,0,1,1,2.0,6.2,443.9,857.7,6190.03,703.27,781.69
3,4BHK,Homemaker,Low,Yes,Summer,38.8,60.0,1,9.4,8,16,30.8,0,0,1,1,1.2,3.2,628.5,836.9,6014.07,686.3,751.67
1,2BHK,Employed,High,No,Monsoon,34.0,82.3,1,5.0,7,7,54.3,1,1,1,0,3.1,1.3,325.2,445.8,2689.33,365.56,488.86
3,2BHK,Employed,Low,No,Summer,39.6,68.5,0,0.0,5,8,14.8,0,0,1,1,1.0,3.0,206.3,214.2,892.41,175.66,218.27
5,3BHK,Employed,Medium,No,Monsoon,30.0,78.2,0,0.0,7,14,26.6,0,0,1,1,4.8,3.5,340.6,280.1,1320.77,229.7,277.41
3,3BHK,Retired,Low,Yes,Summer,34.9,52.9,1,8.2,8,16,16.8,0,1,1,1,1.8,4.0,307.6,648.4,4411.39,531.69,693.07
8,3BHK,Employed,High,No,Monsoon,31.1,78.8,2,4.4,8,17,61.5,0,1,1,1,0.5,5.1,1210.1,802.6,5721.74,658.1,735.06
2,2BHK,Homemaker,High,Partial,Winter,17.0,48.0,1,0.0,3,8,52.7,0,1,1,1,1.9,6.2,153.3,145.2,553.46,119.07,143.86
3,4BHK,Employed,Low,No,Spring,28.9,44.8,2,2.5,8,18,5.0,0,0,1,1,2.4,4.3,597.1,592.6,3937.08,485.93,537.71
6,4BHK,Employed,Medium,No,Winter,13.7,49.6,2,0.0,9,19,40.8,1,0,1,1,4.0,3.4,244.3,253.0,1144.2,207.42,239.5
2,4BHK,Employed,Medium,Yes,Spring,24.0,52.2,1,1.8,8,16,35.8,1,1,1,1,8.1,3.1,417.4,375.5,2092.11,307.94,370.64
5,1BHK,Student,Very High,No,Monsoon,26.0,77.6,1,2.9,3,8,64.7,1,1,1,1,5.2,1.3,347.4,356.6,1931.05,292.41,341.43
3,2BHK,Employed,Medium,Yes,Winter,20.7,50.9,1,0.0,4,11,48.4,1,0,1,1,8.3,4.5,357.3,185.2,733.47,151.88,173.67
6,4BHK,Self-Employed,Low,No,Winter,21.0,54.7,2,0.0,8,18,9.0,0,1,1,1,3.4,4.2,264.1,244.0,1085.81,200.06,242.93
8,3BHK,Employed,Medium,Partial,Summer,40.7,62.1,1,10.1,7,19,47.2,1,1,1,1,5.4,4.9,415.9,992.7,7337.94,814.01,866.96
6,3BHK,Self-Employed,Low,No,Winter,18.7,45.2,1,0.0,7,15,12.8,0,1,1,1,5.2,4.8,218.1,202.2,814.12,165.78,228.57
2,2BHK,Employed,Medium,Partial,Summer,35.0,53.3,1,8.2,3,10,30.9,0,1,1,1,8.5,3.1,391.1,663.5,4540.15,544.11,582.85
4,2BHK,Employed,High,Partial,Spring,28.3,51.3,2,2.3,5,11,60.8,1,0,1,1,8.1,2.6,197.3,443.8,2672.59,363.94,445.31
1,1BHK,Employed,High,No,Spring,28.0,49.1,1,2.2,2,6,37.4,1,0,1,1,3.3,2.5,228.9,241.9,1072.08,198.32,245.18
4,3BHK,Employed,Medium,Partial,Spring,25.6,55.0,2,1.9,7,16,39.3,0,1,1,1,4.9,3.7,411.5,427.4,2532.73,350.45,454.71
7,4BHK,Homemaker,Medium,Partial,Monsoon,29.9,78.8,2,4.1,9,18,39.7,1,0,1,1,1.9,5.7,685.8,736.2,5157.41,603.66,758.76
6,1BHK,Student,High,Yes,Monsoon,26.6,81.2,1,3.1,4,9,63.9,0,0,1,1,6.1,2.9,409.1,325.3,1664.86,266.73,353.78
4,3BHK,Student,Medium,Yes,Winter,16.1,58.9,1,0.0,6,13,33.1,1,0,1,1,10.2,3.3,206.9,209.7,862.77,171.92,201.25
4,2BHK,Homemaker,Low,No,Monsoon,32.4,80.5,0,0.0,4,9,21.0,0,0,1,1,0.0,3.4,219.3,219.6,927.2,180.05,197.13
4,3BHK,Employed,Low,No,Winter,14.0,48.0,0,0.0,7,12,22.5,0,0,1,1,6.0,2.7,191.6,210.8,870.15,172.85,192.36
5,3BHK,Employed,Medium,No,Monsoon,34.0,77.5,1,4.9,7,16,25.0,1,1,1,1,2.5,3.0,501.4,519.4,3315.28,425.94,557.49
6,2BHK,Employed,Low,No,Summer,39.9,67.2,1,10.1,6,10,25.1,0,0,1,1,2.9,2.3,667.0,628.7,4244.02,515.54,746.13
4,1BHK,Employed,High,Yes,Winter,17.6,47.0,0,0.0,3,6,60.8,0,1,1,1,8.0,3.6,171.1,142.7,542.15,117.01,150.51
8,1BHK,Employed,High,Yes,Summer,37.8,57.8,0,0.0,5,10,49.5,0,0,1,1,9.3,5.1,343.7,258.6,1180.79,212.04,267.24
5,2BHK,Employed,Low,Yes,Monsoon,26.2,76.5,0,0.0,5,13,9.9,0,0,1,1,8.3,2.3,241.4,257.0,1170.44,210.73,243.91
4,3BHK,Employed,Medium,No,Spring,29.4,54.1,0,0.0,7,14,35.5,0,1,1,1,2.7,1.4,251.7,254.8,1156.21,208.94,256.66
6,2BHK,Self-Employed,Low,Yes,Spring,30.5,50.0,0,0.0,6,14,12.9,0,0,1,1,7.5,3.7,279.4,286.8,1364.36,235.2,277.75
4,1BHK,Homemaker,Medium,No,Monsoon,28.9,89.3,0,0.0,3,9,42.8,1,0,1,1,0.9,5.0,252.8,198.1,791.53,162.46,209.38
3,3BHK,Homemaker,Medium,No,Winter,12.7,53.6,0,0.0,7,15,41.9,1,1,1,1,1.6,4.4,209.1,198.3,792.14,162.57,194.49
2,1BHK,Homemaker,Medium,Partial,Summer,36.9,68.3,0,0.0,3,8,25.8,0,1,1,1,3.2,3.6,174.3,177.0,696.44,145.13,176.63
5,2BHK,Employed,Medium,No,Spring,29.7,56.1,0,0.0,6,12,41.5,0,0,1,1,5.1,2.2,272.3,246.6,1102.8,202.2,244.96
2,4BHK,Student,Medium,Partial,Winter,15.0,51.3,2,0.0,8,13,45.5,0,1,1,1,7.5,2.1,686.0,194.9,777.03,159.81,187.43
5,2BHK,Homemaker,Low,Yes,Summer,38.5,66.7,0,0.0,6,10,26.5,0,1,1,1,1.1,5.1,271.6,293.4,1406.86,240.56,260.43
6,3BHK,Homemaker,Low,No,Winter,10.6,40.9,1,0.0,8,15,28.0,0,0,1,1,1.1,4.5,439.9,211.4,874.04,173.34,217.37
6,2BHK,Self-Employed,High,Yes,Spring,28.7,53.1,2,2.4,5,13,51.9,1,1,1,1,12.3,3.7,479.8,498.9,3141.06,409.14,488.91
3,3BHK,Employed,Low,Yes,Monsoon,30.0,80.1,0,0.0,5,15,24.7,0,1,1,1,9.8,1.2,296.5,212.9,884.13,174.61,237.24
4,1BHK,Employed,Low,Yes,Summer,33.5,64.5,0,0.0,4,8,13.5,0,1,1,1,11.7,2.5,212.2,212.4,880.36,174.14,216.69
4,2BHK,Student,Low,No,Monsoon,28.2,83.6,0,0.0,4,11,23.5,0,0,1,1,2.1,2.5,216.6,233.3,1016.64,191.33,199.61
5,3BHK,Employed,Low,Yes,Monsoon,29.1,83.0,0,0.0,7,20,6.7,0,1,1,1,10.3,4.8,295.0,331.8,1720.68,272.11,321.82
5,3BHK,Employed,Very High,Yes,Monsoon,26.9,75.7,2,3.3,6,15,82.5,1,1,1,1,9.9,3.3,753.9,550.7,3580.54,451.53,599.96
4,2BHK,Employed,Low,Yes,Monsoon,32.3,83.0,1,4.6,4,11,25.4,0,1,1,1,6.9,2.5,433.5,387.4,2192.89,317.67,435.12
7,2BHK,Employed,Medium,No,Monsoon,29.2,86.6,1,3.9,7,15,46.1,1,1,1,1,4.2,3.2,616.0,528.6,3393.49,433.49,500.05
3,2BHK,Homemaker,Very High,Partial,Summer,37.7,62.7,2,9.7,4,8,67.1,0,1,1,1,1.3,2.6,1158.6,1026.7,7627.34,841.93,1119.44
8,1BHK,Homemaker,Medium,No,Winter,16.7,65.0,1,0.0,5,11,46.9,0,0,1,1,2.5,7.7,237.8,185.8,736.21,152.38,204.04
3,2BHK,Homemaker,Medium,Yes,Spring,32.0,47.1,1,2.9,5,10,42.4,0,1,1,1,1.8,2.9,271.4,322.0,1637.01,264.04,350.18
8,3BHK,Self-Employed,Low,No,Monsoon,30.2,76.6,2,4.2,7,15,29.8,0,1,1,1,4.2,3.2,1525.4,620.6,4174.99,508.88,700.91
4,3BHK,Self-Employed,Low,Yes,Winter,18.3,52.9,0,0.0,9,14,15.5,0,0,1,1,7.7,3.4,204.6,212.9,883.84,174.58,220.37
7,3BHK,Employed,High,No,Winter,12.9,60.2,2,0.0,7,15,45.2,0,0,1,1,3.1,3.5,258.7,217.2,911.51,178.07,211.95
4,1BHK,Retired,Medium,Yes,Spring,26.6,48.9,1,1.9,4,6,45.7,0,1,1,1,1.2,4.1,169.6,288.6,1376.13,236.68,275.52
4,3BHK,Employed,High,Yes,Winter,13.3,48.1,0,0.0,6,13,67.0,1,1,1,1,9.9,2.2,197.3,196.6,784.51,161.18,190.72
4,4BHK,Homemaker,High,Yes,Monsoon,29.0,84.4,1,3.8,7,15,44.3,0,1,1,1,2.0,2.6,438.5,461.9,2826.47,378.79,441.51
5,4BHK,Homemaker,Low,No,Summer,35.4,60.5,1,8.4,8,17,11.4,0,1,1,1,2.3,5.2,594.6,767.9,5426.85,629.65,728.42
4,4BHK,Homemaker,Medium,Yes,Winter,20.8,41.0,1,0.0,7,19,45.0,0,1,1,1,2.5,3.8,208.3,217.6,914.48,178.44,208.91
5,2BHK,Student,Medium,Yes,Summer,37.0,62.8,1,9.0,7,15,41.9,1,1,1,1,5.4,3.4,648.2,876.5,6349.97,718.7,763.72
7,1BHK,Homemaker,Low,No,Monsoon,32.7,89.7,1,4.8,4,9,5.5,0,1,1,1,1.5,5.1,236.8,458.8,2799.71,376.21,456.87
4,3BHK,Employed,Low,Partial,Spring,27.4,52.7,0,0.0,8,16,27.6,0,0,1,1,5.2,2.7,306.1,301.7,1464.45,247.39,287.78
8,2BHK,Student,Very High,No,Winter,12.5,58.7,1,0.0,8,12,75.7,0,1,1,1,3.3,4.2,223.5,198.7,794.23,162.95,212.84
4,2BHK,Employed,Medium,Yes,Spring,31.1,40.0,0,0.0,5,11,37.4,0,1,1,1,10.9,2.1,236.3,231.0,1001.44,189.41,234.82
4,2BHK,Homemaker,High,Partial,Spring,22.9,47.4,1,1.8,4,13,58.3,0,1,1,1,0.2,2.1,174.5,290.0,1384.69,237.76,280.19
3,2BHK,Homemaker,Medium,Partial,Monsoon,30.5,83.2,1,4.1,4,9,30.2,0,1,1,1,1.5,4.0,391.0,396.3,2268.31,324.94,390.45
7,2BHK,Employed,High,Yes,Summer,34.5,56.6,1,8.1,7,14,54.7,0,1,1,1,9.6,2.5,845.0,754.8,5315.54,618.91,686.27
2,1BHK,Retired,Medium,No,Summer,36.0,73.0,0,0.0,4,6,58.2,0,1,1,1,2.0,3.6,194.1,186.8,740.44,153.15,182.38
7,4BHK,Self-Employed,Low,No,Monsoon,29.5,81.3,2,4.1,10,18,14.5,0,0,1,1,3.2,5.4,1302.1,690.8,4771.8,566.46,756.69
3,4BHK,Self-Employed,Low,No,Summer,40.3,63.4,1,10.1,7,15,23.5,0,0,1,1,5.2,3.0,858.0,819.1,5862.59,671.69,775.01
2,4BHK,Homemaker,Low,No,Summer,36.7,61.7,1,8.8,6,13,25.3,0,0,1,1,0.0,4.7,309.4,710.0,4934.72,582.17,668.82
5,2BHK,Student,Medium,Partial,Monsoon,32.1,73.3,1,4.3,5,11,38.8,0,1,1,1,6.4,3.3,441.9,457.1,2785.43,374.83,442.74
8,2BHK,Student,Medium,Partial,Spring,26.1,55.3,2,1.9,8,13,38.2,0,1,1,1,6.1,5.6,355.1,515.0,3277.49,422.3,495.17
7,3BHK,Employed,Low,Yes,Winter,21.5,46.8,1,0.0,8,15,20.5,0,1,1,1,9.2,3.0,242.6,247.2,1106.52,202.67,240.99
4,4BHK,Student,Medium,Partial,Winter,16.4,50.1,1,0.0,7,16,43.3,1,0,1,1,5.5,4.0,223.6,203.5,822.61,166.85,207.95
3,2BHK,Student,High,No,Monsoon,32.1,76.8,1,4.4,4,12,56.8,1,0,1,1,3.8,2.5,470.5,369.3,2039.14,302.83,441.51
3,3BHK,Employed,High,Yes,Summer,41.7,48.9,1,10.3,5,15,57.3,0,1,1,1,9.3,3.0,743.7,815.2,5828.82,668.43,746.49
4,2BHK,Student,Medium,Partial,Monsoon,33.0,76.0,1,4.6,6,10,20.1,0,1,1,1,7.5,3.6,407.5,483.8,3011.94,396.68,474.21
1,1BHK,Self-Employed,Medium,Yes,Monsoon,26.0,83.1,0,0.0,2,5,26.1,0,0,1,0,8.1,1.9,163.7,119.9,439.63,98.33,129.95
4,3BHK,Homemaker,High,Partial,Monsoon,29.5,72.0,2,3.9,6,14,46.6,1,1,1,1,0.1,4.2,605.0,557.3,3637.42,457.02,645.09
4,3BHK,Self-Employed,Low,Yes,Monsoon,26.0,82.7,1,3.0,6,14,17.1,0,0,1,1,9.5,4.9,590.5,403.5,2329.69,330.86,412.1
3,1BHK,Homemaker,High,No,Summer,32.2,71.5,1,7.8,3,9,54.6,0,0,1,1,0.0,3.7,565.6,572.9,3770.05,469.82,544.29
5,2BHK,Employed,Very High,Partial,Summer,33.7,65.0,2,8.5,6,15,76.3,1,1,1,1,6.0,4.2,924.9,1277.6,9759.42,1047.61,1112.17
3,3BHK,Employed,Low,Partial,Winter,9.9,55.7,0,0.0,5,11,27.9,0,0,1,1,5.4,1.6,272.2,179.4,707.4,147.13,163.8
2,2BHK,Employed,Very High,No,Winter,14.9,53.6,2,0.0,5,7,73.1,1,0,1,1,3.6,4.0,124.3,168.7,659.18,138.34,149.28
3,2BHK,Self-Employed,Low,Yes,Monsoon,30.1,82.1,0,0.0,4,10,12.7,0,0,1,1,9.5,2.7,255.8,209.6,862.22,171.85,210.55
3,2BHK,Homemaker,Very High,Yes,Spring,25.1,52.8,2,1.9,4,10,75.9,0,1,1,1,2.3,2.8,157.2,387.6,2194.62,317.83,365.81
4,1BHK,Homemaker,Low,No,Monsoon,30.1,73.4,0,0.0,8,7,23.1,0,0,1,1,0.0,2.7,202.2,249.5,1121.94,204.61,251.57
4,1BHK,Homemaker,Medium,Partial,Summer,37.5,63.0,1,9.2,3,8,45.9,1,1,1,1,2.2,3.0,603.5,583.8,3861.93,478.68,661.48
2,2BHK,Employed,Medium,Yes,Winter,18.4,42.5,1,0.0,4,7,31.5,0,0,1,1,6.8,1.9,148.7,135.9,511.6,111.45,142.7
4,2BHK,Self-Employed,Very High,No,Monsoon,27.7,83.4,2,3.6,5,9,67.6,1,0,1,1,4.0,3.4,522.8,621.5,4182.51,509.61,582.68
4,2BHK,Employed,Medium,No,Summer,39.8,62.4,1,9.9,5,10,42.4,0,1,1,1,4.4,2.2,389.8,679.8,4678.18,557.42,705.54
5,3BHK,Employed,Low,Partial,Monsoon,26.0,74.1,0,0.0,6,13,28.3,0,1,1,1,5.4,5.8,286.9,262.3,1205.07,215.1,263.2
5,2BHK,Self-Employed,Medium,Yes,Summer,39.3,61.2,2,10.2,6,10,42.5,1,1,1,1,10.9,3.4,1259.0,1316.9,10093.51,1079.84,1293.63
2,2BHK,Self-Employed,Medium,No,Spring,28.6,53.3,0,0.0,6,8,31.8,0,0,1,1,3.4,5.5,156.5,209.1,859.41,171.5,224.73
5,2BHK,Homemaker,Low,Yes,Spring,24.1,48.8,0,0.0,7,16,11.4,0,1,1,1,1.3,4.5,178.0,277.8,1305.66,227.79,283.25
4,2BHK,Student,High,Partial,Winter,17.4,49.8,1,0.0,4,10,54.0,1,1,1,1,7.2,1.9,433.1,151.1,579.85,123.88,165.33
6,4BHK,Employed,Medium,No,Spring,27.7,46.4,2,2.2,9,20,25.8,0,0,1,1,1.2,4.8,542.8,555.9,3624.76,455.8,543.83
2,4BHK,Student,Medium,No,Monsoon,33.1,78.0,0,0.0,9,13,27.3,0,1,1,1,6.9,1.9,274.9,319.2,1613.43,261.77,296.34
3,3BHK,Employed,High,Partial,Spring,27.5,54.5,2,2.2,5,14,64.3,1,1,1,1,6.8,5.1,430.8,384.1,2164.61,314.94,444.87
3,1BHK,Student,Medium,No,Winter,10.2,51.9,1,0.0,2,9,44.9,1,1,1,1,6.1,4.6,326.1,129.8,483.88,106.4,153.09
8,3BHK,Homemaker,Low,Yes,Summer,32.2,64.6,1,7.5,7,17,28.2,0,1,1,1,2.5,5.9,1329.8,673.1,4621.05,551.91,677.47
4,3BHK,Homemaker,Medium,Partial,Summer,40.6,59.8,0,0.0,8,13,34.0,0,1,1,1,2.7,3.7,245.7,308.2,1519.29,252.68,305.48
2,3BHK,Employed,Medium,Partial,Spring,29.8,48.2,1,2.5,7,15,42.4,0,1,1,1,6.7,2.7,193.3,357.7,1940.23,293.29,379.26
4,3BHK,Employed,High,Partial,Spring,26.0,50.6,2,1.9,6,16,61.9,1,0,1,1,7.0,1.4,406.0,441.6,2653.37,362.09,429.94
4,2BHK,Employed,Medium,Yes,Spring,25.5,51.9,1,1.8,5,9,22.5,1,0,1,1,7.3,4.1,381.0,328.2,1689.44,269.1,315.14
3,1BHK,Homemaker,Medium,Yes,Monsoon,30.1,82.4,0,0.0,2,6,30.7,0,1,1,1,3.1,1.9,142.4,175.4,689.41,143.85,144.98
4,1BHK,Employed,Low,Partial,Summer,38.7,61.2,0,0.0,3,8,5.0,0,0,1,1,4.9,4.0,199.5,194.7,776.04,159.63,196.28
7,3BHK,Homemaker,Medium,Yes,Winter,12.8,65.0,2,0.0,9,16,33.0,0,1,1,1,2.4,3.1,230.1,219.4,926.24,179.93,233.96
1,1BHK,Employed,High,Yes,Winter,21.4,45.8,1,0.0,2,6,60.2,0,1,1,0,9.8,1.9,617.2,131.2,490.22,107.55,114.3
4,4BHK,Student,Medium,Yes,Summer,36.3,63.8,2,9.3,9,16,36.6,0,1,1,1,5.7,3.5,582.8,1355.4,10421.15,1111.45,1221.21
8,3BHK,Homemaker,Very High,No,Winter,13.4,60.4,2,0.0,9,17,79.8,1,1,1,1,0.0,7.5,241.7,229.5,991.99,188.22,242.53
4,3BHK,Employed,Low,No,Summer,37.9,52.2,1,9.1,9,13,17.7,0,1,1,1,1.6,2.8,605.9,803.5,5729.59,658.85,753.27
2,4BHK,Homemaker,Very High,No,Spring,28.4,49.8,1,2.2,6,15,72.6,1,1,1,1,0.7,3.1,340.5,360.4,1963.06,295.5,330.9
5,3BHK,Self-Employed,High,No,Winter,14.8,62.4,2,0.0,7,14,56.3,1,1,1,1,3.9,2.8,750.5,207.5,848.66,170.14,199.16
4,1BHK,Employed,Low,Yes,Winter,17.0,46.3,0,0.0,5,8,8.6,0,1,1,1,9.4,4.3,158.4,182.6,721.72,149.74,182.43
5,3BHK,Retired,Very High,Partial,Monsoon,32.6,82.1,1,4.6,9,16,85.6,0,1,1,1,2.2,4.4,658.5,513.8,3267.45,421.33,526.49
5,3BHK,Employed,Medium,Yes,Summer,40.4,46.5,1,9.9,7,15,32.5,1,1,1,1,7.9,3.3,825.4,821.0,5878.29,673.2,826.48
5,2BHK,Employed,Low,Yes,Summer,38.1,60.1,0,0.0,6,12,19.5,0,0,1,1,8.6,2.8,248.0,281.6,1330.19,230.89,274.75
1,1BHK,Self-Employed,Low,Partial,Winter,15.6,54.7,0,0.0,4,5,5.0,0,1,1,0,6.5,2.6,166.9,110.6,397.53,90.66,125.13
3,2BHK,Employed,Medium,No,Monsoon,28.6,75.6,1,3.5,6,9,35.0,1,0,1,1,5.1,2.7,652.9,464.8,2851.22,381.18,422.25
6,4BHK,Employed,Medium,No,Winter,13.6,42.8,1,0.0,9,18,27.5,0,0,1,1,1.9,4.3,235.6,241.0,1066.48,197.62,236.35
3,1BHK,Student,Medium,Yes,Spring,24.8,50.5,0,0.0,3,6,27.8,0,1,1,1,4.3,1.5,149.8,162.2,630.07,133.03,161.65
2,3BHK,Employed,Medium,No,Monsoon,30.2,78.6,1,4.0,6,11,46.9,0,1,1,1,2.0,3.9,383.0,422.2,2489.12,346.24,417.46
8,3BHK,Homemaker,Low,No,Winter,14.8,49.5,1,0.0,8,15,5.0,0,1,1,1,0.2,4.5,209.4,244.4,1088.7,200.42,240.51
5,2BHK,Employed,High,Partial,Summer,37.5,66.7,1,9.3,5,12,51.3,1,1,1,1,9.1,2.6,742.2,785.8,5579.5,644.38,733.89
5,3BHK,Employed,Medium,Yes,Winter,8.0,51.7,1,0.0,8,14,27.5,0,1,1,1,8.2,3.0,202.7,196.2,782.72,160.85,219.36
4,2BHK,Self-Employed,Low,Partial,Winter,19.3,44.6,1,0.0,5,12,13.7,0,0,1,1,6.3,2.3,189.4,179.1,706.04,146.88,180.47
6,3BHK,Employed,Medium,Yes,Spring,24.9,53.6,0,0.0,8,15,37.1,1,1,1,1,9.0,3.5,301.1,308.5,1522.08,252.95,309.79
3,4BHK,Employed,High,No,Spring,22.0,59.0,2,1.9,8,16,53.6,1,0,1,1,3.3,4.8,504.2,480.2,2981.52,393.75,464.02
8,3BHK,Homemaker,High,No,Winter,16.8,46.7,2,0.0,8,18,53.5,0,1,1,1,1.2,3.1,240.6,241.8,1071.61,198.26,231.89
6,2BHK,Employed,High,No,Summer,39.2,57.0,1,9.6,6,12,53.4,1,1,1,1,4.4,3.8,679.8,822.6,5892.09,674.53,772.99
3,1BHK,Employed,Low,No,Winter,8.8,53.4,0,0.0,3,7,22.5,0,1,1,1,3.4,4.1,136.1,155.5,599.86,127.53,145.38
8,4BHK,Homemaker,High,Yes,Winter,14.6,43.5,1,0.0,10,20,60.3,1,0,1,1,2.8,7.3,449.1,244.2,1087.6,200.28,266.79
7,4BHK,Homemaker,High,Partial,Monsoon,28.8,83.0,0,0.0,9,19,46.6,0,1,1,1,1.4,5.0,298.0,310.7,1540.75,254.75,331.36
5,4BHK,Student,Low,No,Spring,25.3,45.2,0,0.0,10,18,23.2,0,0,1,1,7.9,5.9,273.6,321.6,1633.5,263.7,352.93
7,4BHK,Homemaker,Medium,No,Monsoon,31.5,78.6,1,4.3,8,18,32.8,0,0,1,1,1.2,4.7,869.7,472.0,2912.37,387.08,527.35
2,4BHK,Self-Employed,Low,Yes,Winter,12.4,54.5,0,0.0,7,14,9.3,0,1,1,1,7.7,3.5,179.1,181.1,715.14,148.54,197.97
5,4BHK,Self-Employed,Medium,No,Winter,12.9,49.6,2,0.0,9,17,25.8,0,1,1,1,6.6,4.4,222.5,225.5,965.73,184.91,239.39
4,2BHK,Employed,Medium,Partial,Spring,26.0,50.1,0,0.0,5,11,42.4,0,0,1,1,4.1,3.0,239.6,177.7,699.43,145.67,217.62
5,2BHK,Employed,Low,No,Spring,28.2,49.5,0,0.0,6,14,26.8,0,1,1,1,5.3,4.8,197.9,273.6,1278.64,224.38,264.49
4,4BHK,Self-Employed,Medium,Yes,Winter,15.8,52.5,2,0.0,9,16,29.8,1,1,1,1,7.4,2.3,233.5,230.7,999.24,189.13,224.8
7,2BHK,Employed,High,No,Spring,26.9,52.0,1,2.0,6,16,52.5,0,1,1,1,2.1,5.3,189.1,378.0,2113.04,309.96,367.51
4,3BHK,Employed,High,No,Monsoon,34.0,84.4,2,5.3,6,15,58.9,0,1,1,1,4.0,3.1,682.3,800.6,5704.7,656.45,762.37
6,2BHK,Homemaker,Low,No,Winter,17.1,43.2,0,0.0,6,13,22.6,0,0,1,1,0.2,5.6,203.8,174.6,685.52,143.14,200.52
2,3BHK,Self-Employed,Medium,Yes,Winter,15.4,52.3,0,0.0,7,12,42.7,1,1,1,1,11.2,1.3,175.5,182.7,722.23,149.83,186.76
4,3BHK,Retired,Medium,No,Monsoon,33.7,70.6,0,0.0,6,13,33.0,0,1,1,1,1.1,4.6,329.4,229.9,994.64,188.55,253.23
3,2BHK,Employed,Very High,No,Summer,34.2,52.6,1,8.0,4,12,75.0,1,0,1,1,3.1,1.3,579.3,583.8,3862.49,478.73,610.1
6,2BHK,Retired,High,No,Monsoon,33.7,76.4,2,5.1,5,17,56.5,1,0,1,1,1.4,5.0,1277.2,688.9,4755.37,564.87,779.14
3,2BHK,Self-Employed,High,No,Summer,33.9,57.9,1,7.9,4,9,38.2,1,0,1,1,4.9,4.6,606.0,633.5,4284.42,519.44,618.95
5,2BHK,Retired,Medium,No,Summer,41.4,51.3,1,10.3,6,16,23.0,1,1,1,1,1.4,5.1,790.7,944.8,6931.22,774.78,829.08
5,3BHK,Employed,Very High,Partial,Monsoon,33.8,74.8,1,4.8,7,16,78.1,1,1,1,1,6.6,3.7,434.4,563.8,3691.89,462.28,546.34
3,3BHK,Homemaker,Medium,Partial,Winter,11.2,54.2,0,0.0,6,12,42.1,0,1,1,1,3.5,3.0,161.1,167.6,654.27,137.45,173.77
3,3BHK,Employed,High,Yes,Monsoon,32.0,79.7,1,4.4,5,12,62.7,1,1,1,1,9.8,2.8,407.4,423.9,2503.46,347.63,470.98
2,1BHK,Student,High,Yes,Monsoon,27.2,84.5,1,3.3,3,7,53.7,1,1,1,1,8.7,1.3,366.7,308.2,1520.02,252.76,351.77
1,2BHK,Student,Very High,Partial,Winter,11.4,45.2,2,0.0,5,10,79.1,1,1,1,0,5.9,3.9,687.5,133.3,499.89,109.31,143.78
2,4BHK,Homemaker,Medium,Yes,Spring,22.7,50.0,2,1.9,7,13,34.9,1,1,1,1,2.8,2.7,498.3,373.2,2072.44,306.05,429.37
3,3BHK,Student,Low,Yes,Spring,25.9,53.0,0,0.0,5,15,20.2,0,1,1,1,8.9,0.5,184.0,254.2,1152.27,208.44,231.45
